,label,body_text,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized
3360,spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,Sorry I missed your call lets talk when you have the time Im on 07090201529,"['Sorry', 'I', 'missed', 'your', 'call', 'lets', 'talk', 'when', 'you', 'have', 'the', 'time', 'Im', 'on', '07090201529']","['Sorry', 'I', 'missed', 'call', 'lets', 'talk', 'time', 'Im', '07090201529']","['sorri', 'I', 'miss', 'call', 'let', 'talk', 'time', 'Im', '07090201529']","['sorri', 'I', 'miss', 'call', 'let', 'talk', 'time', 'Im', '07090201529']"
3361,ham,Please attend the phone:),Please attend the phone,"['Please', 'attend', 'the', 'phone']","['Please', 'attend', 'phone']","['pleas', 'attend', 'phone']","['plea', 'attend', 'phone']"
3362,ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,You only hate me You can call any but you didnt accept even a single call of mine Or even you messaged,"['You', 'only', 'hate', 'me', 'You', 'can', 'call', 'any', 'but', 'you', 'didnt', 'accept', 'even', 'a', 'single', 'call', 'of', 'mine', 'Or', 'even', 'you', 'messaged']","['You', 'hate', 'You', 'call', 'didnt', 'accept', 'even', 'single', 'call', 'mine', 'Or', 'even', 'messaged']","['you', 'hate', 'you', 'call', 'didnt', 'accept', 'even', 'singl', 'call', 'mine', 'Or', 'even', 'messag']","['you', 'hate', 'you', 'call', 'didnt', 'accept', 'even', 'singl', 'call', 'mine', 'Or', 'even', 'messag']"
3363,ham,No messages on her phone. I'm holding it now,No messages on her phone Im holding it now,"['No', 'messages', 'on', 'her', 'phone', 'Im', 'holding', 'it', 'now']","['No', 'messages', 'phone', 'Im', 'holding']","['No', 'messag', 'phone', 'Im', 'hold']","['No', 'messag', 'phone', 'Im', 'hold']"
3364,ham,Can... I'm free...,Can Im free,"['Can', 'Im', 'free']","['Can', 'Im', 'free']","['can', 'Im', 'free']","['can', 'Im', 'free']"
3365,ham,"Yo my trip got postponed, you still stocked up?",Yo my trip got postponed you still stocked up,"['Yo', 'my', 'trip', 'got', 'postponed', 'you', 'still', 'stocked', 'up']","['Yo', 'trip', 'got', 'postponed', 'still', 'stocked']","['Yo', 'trip', 'got', 'postpon', 'still', 'stock']","['Yo', 'trip', 'got', 'postpon', 'still', 'stock']"
3366,ham,"Sorry, I'll call later",Sorry Ill call later,"['Sorry', 'Ill', 'call', 'later']","['Sorry', 'Ill', 'call', 'later']","['sorri', 'ill', 'call', 'later']","['sorri', 'ill', 'call', 'later']"
3367,ham,I am waiting for your call sir.,I am waiting for your call sir,"['I', 'am', 'waiting', 'for', 'your', 'call', 'sir']","['I', 'waiting', 'call', 'sir']","['I', 'wait', 'call', 'sir']","['I', 'wait', 'call', 'sir']"
3368,ham,Hey what are you doing. Y no reply pa..,Hey what are you doing Y no reply pa,"['Hey', 'what', 'are', 'you', 'doing', 'Y', 'no', 'reply', 'pa']","['Hey', 'Y', 'reply', 'pa']","['hey', 'Y', 'repli', 'pa']","['hey', 'Y', 'repli', 'pa']"
3369,ham,"Hey elaine, is today's meeting still on?",Hey elaine is todays meeting still on,"['Hey', 'elaine', 'is', 'todays', 'meeting', 'still', 'on']","['Hey', 'elaine', 'todays', 'meeting', 'still']","['hey', 'elain', 'today', 'meet', 'still']","['hey', 'elain', 'today', 'meet', 'still']"
3370,ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,Sorry ive not gone to that place Ill do so tomorrow Really sorry,"['Sorry', 'ive', 'not', 'gone', 'to', 'that', 'place', 'Ill', 'do', 'so', 'tomorrow', 'Really', 'sorry']","['Sorry', 'ive', 'gone', 'place', 'Ill', 'tomorrow', 'Really', 'sorry']","['sorri', 'ive', 'gone', 'place', 'ill', 'tomorrow', 'realli', 'sorri']","['sorri', 'ive', 'gone', 'place', 'ill', 'tomorrow', 'realli', 'sorri']"
3371,ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,Most of the tiime when i dont let you hug me its so i dont break into tears,"['Most', 'of', 'the', 'tiime', 'when', 'i', 'dont', 'let', 'you', 'hug', 'me', 'its', 'so', 'i', 'dont', 'break', 'into', 'tears']","['Most', 'tiime', 'dont', 'let', 'hug', 'dont', 'break', 'tears']","['most', 'tiim', 'dont', 'let', 'hug', 'dont', 'break', 'tear']","['most', 'tiim', 'dont', 'let', 'hug', 'dont', 'break', 'tear']"
3372,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Tomorrow i am not going to theatre   So i can come wherever u call me   Tell me where and when to come tomorrow,"['Tomorrow', 'i', 'am', 'not', 'going', 'to', 'theatre', 'So', 'i', 'can', 'come', 'wherever', 'u', 'call', 'me', 'Tell', 'me', 'where', 'and', 'when', 'to', 'come', 'tomorrow']","['Tomorrow', 'going', 'theatre', 'So', 'come', 'wherever', 'u', 'call', 'Tell', 'come', 'tomorrow']","['tomorrow', 'go', 'theatr', 'So', 'come', 'wherev', 'u', 'call', 'tell', 'come', 'tomorrow']","['tomorrow', 'go', 'theatr', 'So', 'come', 'wherev', 'u', 'call', 'tell', 'come', 'tomorrow']"
3373,ham,And now electricity just went out fml.,And now electricity just went out fml,"['And', 'now', 'electricity', 'just', 'went', 'out', 'fml']","['And', 'electricity', 'went', 'fml']","['and', 'electr', 'went', 'fml']","['and', 'electr', 'went', 'fml']"
3374,ham,"Looks like you found something to do other than smoke, great job!",Looks like you found something to do other than smoke great job,"['Looks', 'like', 'you', 'found', 'something', 'to', 'do', 'other', 'than', 'smoke', 'great', 'job']","['Looks', 'like', 'found', 'something', 'smoke', 'great', 'job']","['look', 'like', 'found', 'someth', 'smoke', 'great', 'job']","['look', 'like', 'found', 'someth', 'smoke', 'great', 'job']"
3375,ham,Also andros ice etc etc,Also andros ice etc etc,"['Also', 'andros', 'ice', 'etc', 'etc']","['Also', 'andros', 'ice', 'etc', 'etc']","['also', 'andro', 'ice', 'etc', 'etc']","['also', 'andro', 'ice', 'etc', 'etc']"
3376,ham,:) , ,"['', '']","['', '']","['', '']","['', '']"
3377,ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",Good afternon my love How are today I hope your good and maybe have some interviews I wake and miss you babe A passionate kiss from across the sea,"['Good', 'afternon', 'my', 'love', 'How', 'are', 'today', 'I', 'hope', 'your', 'good', 'and', 'maybe', 'have', 'some', 'interviews', 'I', 'wake', 'and', 'miss', 'you', 'babe', 'A', 'passionate', 'kiss', 'from', 'across', 'the', 'sea']","['Good', 'afternon', 'love', 'How', 'today', 'I', 'hope', 'good', 'maybe', 'interviews', 'I', 'wake', 'miss', 'babe', 'A', 'passionate', 'kiss', 'across', 'sea']","['good', 'afternon', 'love', 'how', 'today', 'I', 'hope', 'good', 'mayb', 'interview', 'I', 'wake', 'miss', 'babe', 'A', 'passion', 'kiss', 'across', 'sea']","['good', 'afternon', 'love', 'how', 'today', 'I', 'hope', 'good', 'mayb', 'interview', 'I', 'wake', 'miss', 'babe', 'A', 'passion', 'kiss', 'across', 'sea']"
3378,ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,Yup Wun believe wat U really neva c e msg i sent shuhui,"['Yup', 'Wun', 'believe', 'wat', 'U', 'really', 'neva', 'c', 'e', 'msg', 'i', 'sent', 'shuhui']","['Yup', 'Wun', 'believe', 'wat', 'U', 'really', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']","['yup', 'wun', 'believ', 'wat', 'U', 'realli', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']","['yup', 'wun', 'believ', 'wat', 'U', 'realli', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']"
3379,ham,Hows that watch resizing,Hows that watch resizing,"['Hows', 'that', 'watch', 'resizing']","['Hows', 'watch', 'resizing']","['how', 'watch', 'resiz']","['how', 'watch', 'resiz']"
3380,ham,Dear umma she called me now :-),Dear umma she called me now ,"['Dear', 'umma', 'she', 'called', 'me', 'now', '']","['Dear', 'umma', 'called', '']","['dear', 'umma', 'call', '']","['dear', 'umma', 'call', '']"
3381,ham,Just finished. Missing you plenty,Just finished Missing you plenty,"['Just', 'finished', 'Missing', 'you', 'plenty']","['Just', 'finished', 'Missing', 'plenty']","['just', 'finish', 'miss', 'plenti']","['just', 'finish', 'miss', 'plenti']"
3382,spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary 4 STAR Ibiza Holiday or £10000 cash needs your URGENT collection 09066364349 NOW from Landline not to lose out Box434SK38WP150PPM18,"['complimentary', '4', 'STAR', 'Ibiza', 'Holiday', 'or', '10000', 'cash', 'needs', 'your', 'URGENT', 'collection', '09066364349', 'NOW', 'from', 'Landline', 'not', 'to', 'lose', 'out', 'Box434SK38WP150PPM18']","['complimentary', '4', 'STAR', 'Ibiza', 'Holiday', '10000', 'cash', 'needs', 'URGENT', 'collection', '09066364349', 'NOW', 'Landline', 'lose', 'Box434SK38WP150PPM18']","['complimentari', '4', 'star', 'ibiza', 'holiday', '10000', 'cash', 'need', 'urgent', 'collect', '09066364349', 'now', 'landlin', 'lose', 'box434sk38wp150ppm18']","['complimentari', '4', 'star', 'ibiza', 'holiday', '10000', 'cash', 'need', 'urgent', 'collect', '09066364349', 'now', 'landlin', 'lose', 'box434sk38wp150ppm18']"
3383,ham,"Well, I meant as opposed to my drunken night of before",Well I meant as opposed to my drunken night of before,"['Well', 'I', 'meant', 'as', 'opposed', 'to', 'my', 'drunken', 'night', 'of', 'before']","['Well', 'I', 'meant', 'opposed', 'drunken', 'night']","['well', 'I', 'meant', 'oppos', 'drunken', 'night']","['well', 'I', 'meant', 'oppos', 'drunken', 'night']"
3384,ham,K... Must book a not huh? so going for yoga basic on sunday?,K Must book a not huh so going for yoga basic on sunday,"['K', 'Must', 'book', 'a', 'not', 'huh', 'so', 'going', 'for', 'yoga', 'basic', 'on', 'sunday']","['K', 'Must', 'book', 'huh', 'going', 'yoga', 'basic', 'sunday']","['K', 'must', 'book', 'huh', 'go', 'yoga', 'basic', 'sunday']","['K', 'must', 'book', 'huh', 'go', 'yoga', 'basic', 'sunday']"
3385,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,FREE MSGWe billed your mobile number by mistake from shortcode 83332Please call 08081263000 to have charges refundedThis call will be free from a BT landline,"['FREE', 'MSGWe', 'billed', 'your', 'mobile', 'number', 'by', 'mistake', 'from', 'shortcode', '83332Please', 'call', '08081263000', 'to', 'have', 'charges', 'refundedThis', 'call', 'will', 'be', 'free', 'from', 'a', 'BT', 'landline']","['FREE', 'MSGWe', 'billed', 'mobile', 'number', 'mistake', 'shortcode', '83332Please', 'call', '08081263000', 'charges', 'refundedThis', 'call', 'free', 'BT', 'landline']","['free', 'msgwe', 'bill', 'mobil', 'number', 'mistak', 'shortcod', '83332pleas', 'call', '08081263000', 'charg', 'refundedthi', 'call', 'free', 'BT', 'landlin']","['free', 'msgwe', 'bill', 'mobil', 'number', 'mistak', 'shortcod', '83332pleas', 'call', '08081263000', 'charg', 'refundedthi', 'call', 'free', 'BT', 'landlin']"
3386,ham,Ok can...,Ok can,"['Ok', 'can']",['Ok'],['Ok'],['Ok']
3387,ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",Oops  am at my mums in somerset Bit far Back tomo see you soon x,"['Oops', 'am', 'at', 'my', 'mums', 'in', 'somerset', 'Bit', 'far', 'Back', 'tomo', 'see', 'you', 'soon', 'x']","['Oops', 'mums', 'somerset', 'Bit', 'far', 'Back', 'tomo', 'see', 'soon', 'x']","['oop', 'mum', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'soon', 'x']","['oop', 'mum', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'soon', 'x']"
3388,ham,So u workin overtime nigpun?,So u workin overtime nigpun,"['So', 'u', 'workin', 'overtime', 'nigpun']","['So', 'u', 'workin', 'overtime', 'nigpun']","['So', 'u', 'workin', 'overtim', 'nigpun']","['So', 'u', 'workin', 'overtim', 'nigpun']"
3389,ham,Same as kallis dismissial in 2nd test:-).,Same as kallis dismissial in 2nd test,"['Same', 'as', 'kallis', 'dismissial', 'in', '2nd', 'test']","['Same', 'kallis', 'dismissial', '2nd', 'test']","['same', 'kalli', 'dismissi', '2nd', 'test']","['same', 'kalli', 'dismissi', '2nd', 'test']"
3390,ham,O. Guess they both got screwd,O Guess they both got screwd,"['O', 'Guess', 'they', 'both', 'got', 'screwd']","['O', 'Guess', 'got', 'screwd']","['O', 'guess', 'got', 'screwd']","['O', 'guess', 'got', 'screwd']"
3391,spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,Please CALL 08712402972 immediately as there is an urgent message waiting for you,"['Please', 'CALL', '08712402972', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']","['Please', 'CALL', '08712402972', 'immediately', 'urgent', 'message', 'waiting']","['pleas', 'call', '08712402972', 'immedi', 'urgent', 'messag', 'wait']","['plea', 'call', '08712402972', 'immedi', 'urgent', 'messag', 'wait']"
3392,ham,"I'm in a meeting, call me later at",Im in a meeting call me later at,"['Im', 'in', 'a', 'meeting', 'call', 'me', 'later', 'at']","['Im', 'meeting', 'call', 'later']","['Im', 'meet', 'call', 'later']","['Im', 'meet', 'call', 'later']"
3393,ham,What r u cooking me for dinner?,What r u cooking me for dinner,"['What', 'r', 'u', 'cooking', 'me', 'for', 'dinner']","['What', 'r', 'u', 'cooking', 'dinner']","['what', 'r', 'u', 'cook', 'dinner']","['what', 'r', 'u', 'cook', 'dinner']"
3394,ham,Ok thanx...,Ok thanx,"['Ok', 'thanx']","['Ok', 'thanx']","['Ok', 'thanx']","['Ok', 'thanx']"
3395,ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,Bull Your plan was to go floating off to IKEA with me without a care in the world So i have to live with your mess another day,"['Bull', 'Your', 'plan', 'was', 'to', 'go', 'floating', 'off', 'to', 'IKEA', 'with', 'me', 'without', 'a', 'care', 'in', 'the', 'world', 'So', 'i', 'have', 'to', 'live', 'with', 'your', 'mess', 'another', 'day']","['Bull', 'Your', 'plan', 'go', 'floating', 'IKEA', 'without', 'care', 'world', 'So', 'live', 'mess', 'another', 'day']","['bull', 'your', 'plan', 'go', 'float', 'ikea', 'without', 'care', 'world', 'So', 'live', 'mess', 'anoth', 'day']","['bull', 'your', 'plan', 'go', 'float', 'ikea', 'without', 'care', 'world', 'So', 'live', 'mess', 'anoth', 'day']"
3396,ham,Then i buy.,Then i buy,"['Then', 'i', 'buy']","['Then', 'buy']","['then', 'buy']","['then', 'buy']"
3397,spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,URGENT Your Mobile number has been awarded with a £2000 Bonus Caller Prize Call 09058095201 from land line Valid 12hrs only,"['URGENT', 'Your', 'Mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', '2000', 'Bonus', 'Caller', 'Prize', 'Call', '09058095201', 'from', 'land', 'line', 'Valid', '12hrs', 'only']","['URGENT', 'Your', 'Mobile', 'number', 'awarded', '2000', 'Bonus', 'Caller', 'Prize', 'Call', '09058095201', 'land', 'line', 'Valid', '12hrs']","['urgent', 'your', 'mobil', 'number', 'award', '2000', 'bonu', 'caller', 'prize', 'call', '09058095201', 'land', 'line', 'valid', '12hr']","['urgent', 'your', 'mobil', 'number', 'award', '2000', 'bonu', 'caller', 'prize', 'call', '09058095201', 'land', 'line', 'valid', '12hr']"
3398,ham,Heehee that was so funny tho,Heehee that was so funny tho,"['Heehee', 'that', 'was', 'so', 'funny', 'tho']","['Heehee', 'funny', 'tho']","['heehe', 'funni', 'tho']","['heehe', 'funni', 'tho']"
3399,ham,It only does simple arithmetic not percentages.,It only does simple arithmetic not percentages,"['It', 'only', 'does', 'simple', 'arithmetic', 'not', 'percentages']","['It', 'simple', 'arithmetic', 'percentages']","['It', 'simpl', 'arithmet', 'percentag']","['It', 'simpl', 'arithmet', 'percentag']"
3400,ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",Yeah we wouldnt leave for an hour at least hows 4 sound,"['Yeah', 'we', 'wouldnt', 'leave', 'for', 'an', 'hour', 'at', 'least', 'hows', '4', 'sound']","['Yeah', 'wouldnt', 'leave', 'hour', 'least', 'hows', '4', 'sound']","['yeah', 'wouldnt', 'leav', 'hour', 'least', 'how', '4', 'sound']","['yeah', 'wouldnt', 'leav', 'hour', 'least', 'how', '4', 'sound']"
3401,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",As a valued customer I am pleased to advise you that following recent review of your Mob No you are awarded with a £1500 Bonus Prize call 09066364589,"['As', 'a', 'valued', 'customer', 'I', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'Mob', 'No', 'you', 'are', 'awarded', 'with', 'a', '1500', 'Bonus', 'Prize', 'call', '09066364589']","['As', 'valued', 'customer', 'I', 'pleased', 'advise', 'following', 'recent', 'review', 'Mob', 'No', 'awarded', '1500', 'Bonus', 'Prize', 'call', '09066364589']","['As', 'valu', 'custom', 'I', 'pleas', 'advis', 'follow', 'recent', 'review', 'mob', 'No', 'award', '1500', 'bonu', 'prize', 'call', '09066364589']","['As', 'valu', 'custom', 'I', 'plea', 'advis', 'follow', 'recent', 'review', 'mob', 'No', 'award', '1500', 'bonu', 'prize', 'call', '09066364589']"
3402,ham,Thanks honey. Have a great day.,Thanks honey Have a great day,"['Thanks', 'honey', 'Have', 'a', 'great', 'day']","['Thanks', 'honey', 'Have', 'great', 'day']","['thank', 'honey', 'have', 'great', 'day']","['thank', 'honey', 'have', 'great', 'day']"
3403,ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",An Amazing Quote  Sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear,"['An', 'Amazing', 'Quote', 'Sometimes', 'in', 'life', 'its', 'difficult', 'to', 'decide', 'whats', 'wrong', 'a', 'lie', 'that', 'brings', 'a', 'smile', 'or', 'the', 'truth', 'that', 'brings', 'a', 'tear']","['An', 'Amazing', 'Quote', 'Sometimes', 'life', 'difficult', 'decide', 'whats', 'wrong', 'lie', 'brings', 'smile', 'truth', 'brings', 'tear']","['An', 'amaz', 'quot', 'sometim', 'life', 'difficult', 'decid', 'what', 'wrong', 'lie', 'bring', 'smile', 'truth', 'bring', 'tear']","['An', 'amaz', 'quot', 'sometim', 'life', 'difficult', 'decid', 'what', 'wrong', 'lie', 'bring', 'smile', 'truth', 'bring', 'tear']"
3404,ham,Good night my dear.. Sleepwell&amp;Take care,Good night my dear SleepwellampTake care,"['Good', 'night', 'my', 'dear', 'SleepwellampTake', 'care']","['Good', 'night', 'dear', 'SleepwellampTake', 'care']","['good', 'night', 'dear', 'sleepwellamptak', 'care']","['good', 'night', 'dear', 'sleepwellamptak', 'care']"
3405,ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,Then ü ask dad to pick ü up lar Ü wan 2 stay until 6 meh,"['Then', 'ü', 'ask', 'dad', 'to', 'pick', 'ü', 'up', 'lar', 'Ü', 'wan', '2', 'stay', 'until', '6', 'meh']","['Then', 'ü', 'ask', 'dad', 'pick', 'ü', 'lar', 'Ü', 'wan', '2', 'stay', '6', 'meh']","['then', 'ü', 'ask', 'dad', 'pick', 'ü', 'lar', 'Ü', 'wan', '2', 'stay', '6', 'meh']","['then', 'ü', 'ask', 'dad', 'pick', 'ü', 'lar', 'Ü', 'wan', '2', 'stay', '6', 'meh']"
3406,ham,"Jus chillaxin, what up",Jus chillaxin what up,"['Jus', 'chillaxin', 'what', 'up']","['Jus', 'chillaxin']","['ju', 'chillaxin']","['ju', 'chillaxin']"
3407,ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,HEY DAS COOL IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISISSPK 2 U L8R,"['HEY', 'DAS', 'COOL', 'IKNOW', 'ALL', '2', 'WELLDA', 'PERIL', 'OF', 'STUDENTFINANCIAL', 'CRISISSPK', '2', 'U', 'L8R']","['HEY', 'DAS', 'COOL', 'IKNOW', 'ALL', '2', 'WELLDA', 'PERIL', 'OF', 'STUDENTFINANCIAL', 'CRISISSPK', '2', 'U', 'L8R']","['hey', 'da', 'cool', 'iknow', 'all', '2', 'wellda', 'peril', 'OF', 'studentfinanci', 'crisisspk', '2', 'U', 'l8r']","['hey', 'da', 'cool', 'iknow', 'all', '2', 'wellda', 'peril', 'OF', 'studentfinanci', 'crisisspk', '2', 'U', 'l8r']"
3408,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",Beautiful Truth against Gravity Read carefully Our heart feels light when someone is in it But it feels very heavy when someone leaves it GOODMORNING,"['Beautiful', 'Truth', 'against', 'Gravity', 'Read', 'carefully', 'Our', 'heart', 'feels', 'light', 'when', 'someone', 'is', 'in', 'it', 'But', 'it', 'feels', 'very', 'heavy', 'when', 'someone', 'leaves', 'it', 'GOODMORNING']","['Beautiful', 'Truth', 'Gravity', 'Read', 'carefully', 'Our', 'heart', 'feels', 'light', 'someone', 'But', 'feels', 'heavy', 'someone', 'leaves', 'GOODMORNING']","['beauti', 'truth', 'graviti', 'read', 'care', 'our', 'heart', 'feel', 'light', 'someon', 'but', 'feel', 'heavi', 'someon', 'leav', 'goodmorn']","['beauti', 'truth', 'graviti', 'read', 'care', 'our', 'heart', 'feel', 'light', 'someon', 'but', 'feel', 'heavi', 'someon', 'leav', 'goodmorn']"
3409,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a New Nokia 3510i colour phone DeliveredTomorrow With 300 free minutes to any mobile  100 free texts  Free Camcorder reply or call 08000930705,"['Do', 'you', 'want', 'a', 'New', 'Nokia', '3510i', 'colour', 'phone', 'DeliveredTomorrow', 'With', '300', 'free', 'minutes', 'to', 'any', 'mobile', '100', 'free', 'texts', 'Free', 'Camcorder', 'reply', 'or', 'call', '08000930705']","['Do', 'want', 'New', 'Nokia', '3510i', 'colour', 'phone', 'DeliveredTomorrow', 'With', '300', 'free', 'minutes', 'mobile', '100', 'free', 'texts', 'Free', 'Camcorder', 'reply', 'call', '08000930705']","['Do', 'want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', 'with', '300', 'free', 'minut', 'mobil', '100', 'free', 'text', 'free', 'camcord', 'repli', 'call', '08000930705']","['Do', 'want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', 'with', '300', 'free', 'minut', 'mobil', '100', 'free', 'text', 'free', 'camcord', 'repli', 'call', '08000930705']"
3410,ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",Whats that coming over the hill Is it a monster Hope you have a great day Things r going fine here busy though ,"['Whats', 'that', 'coming', 'over', 'the', 'hill', 'Is', 'it', 'a', 'monster', 'Hope', 'you', 'have', 'a', 'great', 'day', 'Things', 'r', 'going', 'fine', 'here', 'busy', 'though', '']","['Whats', 'coming', 'hill', 'Is', 'monster', 'Hope', 'great', 'day', 'Things', 'r', 'going', 'fine', 'busy', 'though', '']","['what', 'come', 'hill', 'Is', 'monster', 'hope', 'great', 'day', 'thing', 'r', 'go', 'fine', 'busi', 'though', '']","['what', 'come', 'hill', 'Is', 'monster', 'hope', 'great', 'day', 'thing', 'r', 'go', 'fine', 'busi', 'though', '']"
3411,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,Joys father is John Then John is the  of Joys father If u ans ths you hav  ltgt  IQ Tis s IAS question try to answer,"['Joys', 'father', 'is', 'John', 'Then', 'John', 'is', 'the', 'of', 'Joys', 'father', 'If', 'u', 'ans', 'ths', 'you', 'hav', 'ltgt', 'IQ', 'Tis', 's', 'IAS', 'question', 'try', 'to', 'answer']","['Joys', 'father', 'John', 'Then', 'John', 'Joys', 'father', 'If', 'u', 'ans', 'ths', 'hav', 'ltgt', 'IQ', 'Tis', 'IAS', 'question', 'try', 'answer']","['joy', 'father', 'john', 'then', 'john', 'joy', 'father', 'If', 'u', 'an', 'th', 'hav', 'ltgt', 'IQ', 'ti', 'ia', 'question', 'tri', 'answer']","['joy', 'father', 'john', 'then', 'john', 'joy', 'father', 'If', 'u', 'an', 'th', 'hav', 'ltgt', 'IQ', 'ti', 'ia', 'question', 'tri', 'answer']"
3412,ham,Only once then after ill obey all yours.,Only once then after ill obey all yours,"['Only', 'once', 'then', 'after', 'ill', 'obey', 'all', 'yours']","['Only', 'ill', 'obey']","['onli', 'ill', 'obey']","['onli', 'ill', 'obey']"
3413,ham,No she didnt. I will search online and let you know.,No she didnt I will search online and let you know,"['No', 'she', 'didnt', 'I', 'will', 'search', 'online', 'and', 'let', 'you', 'know']","['No', 'didnt', 'I', 'search', 'online', 'let', 'know']","['No', 'didnt', 'I', 'search', 'onlin', 'let', 'know']","['No', 'didnt', 'I', 'search', 'onlin', 'let', 'know']"
3414,ham,Where do you need to go to get it?,Where do you need to go to get it,"['Where', 'do', 'you', 'need', 'to', 'go', 'to', 'get', 'it']","['Where', 'need', 'go', 'get']","['where', 'need', 'go', 'get']","['where', 'need', 'go', 'get']"
3415,ham,No pic. Please re-send.,No pic Please resend,"['No', 'pic', 'Please', 'resend']","['No', 'pic', 'Please', 'resend']","['No', 'pic', 'pleas', 'resend']","['No', 'pic', 'plea', 'resend']"
3416,ham,He remains a bro amongst bros,He remains a bro amongst bros,"['He', 'remains', 'a', 'bro', 'amongst', 'bros']","['He', 'remains', 'bro', 'amongst', 'bros']","['He', 'remain', 'bro', 'amongst', 'bro']","['He', 'remain', 'bro', 'amongst', 'bro']"
3417,ham,Uhhhhrmm isnt having tb test bad when youre sick,Uhhhhrmm isnt having tb test bad when youre sick,"['Uhhhhrmm', 'isnt', 'having', 'tb', 'test', 'bad', 'when', 'youre', 'sick']","['Uhhhhrmm', 'isnt', 'tb', 'test', 'bad', 'youre', 'sick']","['uhhhhrmm', 'isnt', 'tb', 'test', 'bad', 'your', 'sick']","['uhhhhrmm', 'isnt', 'tb', 'test', 'bad', 'your', 'sick']"
3418,ham,But i haf enuff space got like 4 mb...,But i haf enuff space got like 4 mb,"['But', 'i', 'haf', 'enuff', 'space', 'got', 'like', '4', 'mb']","['But', 'haf', 'enuff', 'space', 'got', 'like', '4', 'mb']","['but', 'haf', 'enuff', 'space', 'got', 'like', '4', 'mb']","['but', 'haf', 'enuff', 'space', 'got', 'like', '4', 'mb']"
